ba,nba,bna,nbna,vspeak,vreply,sid,rid,category,pyalign,dnm,lo1,sd0,pa1,pb1,nu
3,6,1,3,FALSE,FALSE,1101561128,6631,PRO,0.0870113769896299,0.0256410256410256,0.0870113769896297,0.0256410256410256,0.0870113769896295,0.234839591077401,13
8,3,5,3,FALSE,FALSE,121880052,16971268,PRO,0.143100843640673,0.0430622009569378,0.143100843640674,0.0430622009569378,0.142629034242914,0.13613217432458,19
1,1,0,1,FALSE,TRUE,121880052,19512493,PRO,0.405465108108164,0.166666666666667,0.405465108108164,0.166666666666667,0.51082562376599,0.980829253011726,3
5,2,1,6,FALSE,FALSE,121880052,22754314,PRO,1.09861228866811,0.285714285714286,1.09861228866811,0.285714285714286,1.29928298413026,1.33500106673234,14
4,0,0,1,FALSE,FALSE,121880052,303915140,PRO,0.916290731874155,0.2,0.916290731874155,0.2,0.8754687373539,0.8754687373539,5
5,5,9,6,FALSE,FALSE,121880052,32731308,PRO,-0.162518929497775,-0.0600000000000001,-0.162518929497775,-0.0600000000000001,-0.179617286264319,-0.167296169359408,25
0,1,0,1,FALSE,TRUE,121880052,40255079,PRO,0,0,0,0,0,NA,2
1,2,1,0,FALSE,FALSE,121880052,59532329,PRO,-0.51082562376599,-0.166666666666667,-0.51082562376599,-0.166666666666667,-0.693147180559945,-0.693147180559945,4
0,1,1,1,FALSE,FALSE,121880052,76329970,PRO,-0.405465108108164,-0.333333333333333,-0.405465108108164,-0.333333333333333,-0.980829253011726,-0.980829253011726,3
5,8,9,12,FALSE,FALSE,1271500922,1212234768,PRO,-0.083381608939051,-0.0271493212669683,-0.0833816089390513,-0.0271493212669683,-0.103719826200366,-0.101400114441729,34
0,1,0,1,FALSE,FALSE,1271500922,1278377796,PRO,0,0,0,0,0,NA,2
2,1,4,2,FALSE,FALSE,1271500922,1419760880,PRO,-0.0408219945202551,0,-0.0408219945202553,0,-0.0594234204708004,-2.22044604925031e-16,9
5,1,1,1,FALSE,FALSE,1271500922,1661484607,PRO,0.405465108108164,0.0833333333333334,0.405465108108164,0.0833333333333334,0.342286206486633,0.342286206486633,8
0,1,0,3,FALSE,FALSE,1271500922,2175365120,PRO,0.51082562376599,0,0.51082562376599,0,0.693147180559945,NA,4
4,2,2,6,FALSE,FALSE,1271500922,2253221073,PRO,0.733969175080201,0.238095238095238,0.733969175080201,0.238095238095238,0.852088288709837,0.852088288709837,14
1,0,3,3,FALSE,FALSE,1271500922,2542847994,PRO,0.287682072451781,0.428571428571429,0.287682072451781,0.428571428571429,0.241162056816888,0.431782416425538,7
0,2,3,11,FALSE,FALSE,1271500922,612669469,PRO,0,-0.1875,0,-0.1875,-1.6094379124341,-1.22377543162212,16
1,0,0,1,FALSE,FALSE,14096763,1101561128,PRO,0.693147180559945,0.5,0.693147180559945,0.5,1.09861228866811,1.09861228866811,2
1,2,3,1,FALSE,TRUE,14096763,14230772,PRO,-0.51082562376599,-0.238095238095238,-0.51082562376599,-0.238095238095238,-0.65232518603969,-0.59783700075562,7
1,0,0,1,FALSE,FALSE,14096763,14289197,PRO,0.693147180559945,0.5,0.693147180559945,0.5,1.09861228866811,1.09861228866811,2
0,1,1,0,FALSE,FALSE,14096763,14608335,PRO,-0.693147180559945,-0.5,-0.693147180559945,-0.5,-1.09861228866811,-1.09861228866811,2
2,0,1,0,FALSE,TRUE,14096763,15446531,PRO,0.117783035656384,0,0.117783035656384,0,0.0645385211375711,0,3
1,3,2,3,FALSE,TRUE,14096763,16244449,PRO,-0.251314428280906,-0.0833333333333333,-0.251314428280906,-0.0833333333333333,-0.343771539102824,-0.377294231141468,9
2,4,2,1,FALSE,TRUE,14096763,16399949,PRO,-0.470003629245735,-0.111111111111111,-0.470003629245735,-0.111111111111111,-0.559615787935423,-0.559615787935423,9
2,2,2,1,FALSE,FALSE,14096763,169931230,PRO,-0.182321556793955,-0.0714285714285714,-0.182321556793955,-0.0714285714285714,-0.22314355131421,-0.22314355131421,7
1,1,0,2,FALSE,FALSE,14096763,18101656,PRO,0.693147180559945,0.25,0.693147180559945,0.25,1.09861228866811,1.6094379124341,4
1,0,0,1,FALSE,FALSE,14096763,18160106,PRO,0.693147180559945,0.5,0.693147180559945,0.5,1.09861228866811,1.09861228866811,2
1,0,0,1,FALSE,FALSE,14096763,18300968,PRO,0.693147180559945,0.5,0.693147180559945,0.5,1.09861228866811,1.09861228866811,2
2,1,1,0,FALSE,TRUE,14096763,19040598,PRO,-0.105360515657826,-0.0833333333333334,-0.105360515657826,-0.0833333333333334,-0.241162056816888,-0.241162056816888,4
7,5,2,6,FALSE,FALSE,14096763,197869772,PRO,0.644357016390513,0.133333333333333,0.644357016390513,0.133333333333333,0.704912022139532,0.744401227709516,20
1,0,0,1,FALSE,TRUE,14096763,2195241,PRO,0.693147180559945,0.5,0.693147180559945,0.5,1.09861228866811,1.09861228866811,2
0,1,0,2,FALSE,FALSE,14096763,22396478,PRO,0.287682072451781,0,0.287682072451781,0,0.405465108108165,NA,3
4,9,10,10,FALSE,FALSE,14096763,23116875,PRO,-0.405465108108164,-0.116550116550117,-0.405465108108165,-0.116550116550117,-0.455531596637201,-0.451569927556897,33
0,2,2,1,FALSE,FALSE,14096763,2361044725,PRO,-0.8754687373539,-0.4,-0.8754687373539,-0.4,-1.50407739677627,-1.50407739677627,5
0,1,1,5,FALSE,FALSE,14096763,244602804,PRO,0.287682072451781,-0.142857142857143,0.287682072451781,-0.142857142857143,-0.826678573184468,-0.826678573184468,7
1,0,0,1,FALSE,FALSE,14096763,2511641,PRO,0.693147180559945,0.5,0.693147180559945,0.5,1.09861228866811,1.09861228866811,2
0,1,1,1,FALSE,FALSE,14096763,281566410,PRO,-0.405465108108164,-0.333333333333333,-0.405465108108164,-0.333333333333333,-0.980829253011726,-0.980829253011726,3
1,0,1,2,FALSE,TRUE,14096763,37723353,PRO,0.51082562376599,0.5,0.51082562376599,0.5,0.693147180559945,0.693147180559945,4
2,2,4,0,FALSE,TRUE,14096763,4207961,PRO,-0.510825623765991,-0.25,-0.51082562376599,-0.25,-0.587786664902119,-0.54654370636807,8
2,1,3,3,FALSE,FALSE,14096763,45560271,PRO,0.182321556793955,0.111111111111111,0.182321556793955,0.111111111111111,0.20294084399669,0.229374101064846,9
1,1,0,2,FALSE,TRUE,14096763,51462013,PRO,0.693147180559945,0.25,0.693147180559945,0.25,1.09861228866811,1.6094379124341,4
1,3,0,1,FALSE,TRUE,14096763,57268394,PRO,0,0.05,2.22044604925031e-16,0.05,-0.105360515657826,0.8754687373539,5
5,7,6,6,FALSE,FALSE,14096763,62633125,PRO,-0.154150679827258,-0.0416666666666666,-0.154150679827258,-0.0416666666666666,-0.167054084663166,-0.168227793718095,24
15,8,7,7,FALSE,FALSE,14096763,6631,PRO,0.246860077931526,0.0575793184488836,0.246860077931526,0.0575793184488836,0.247663168488528,0.249483967928618,37
1,1,3,5,FALSE,FALSE,14096763,70778344,PRO,0.22314355131421,0.1,0.22314355131421,0.1,0.117783035656383,0.211309093667207,10
0,1,5,2,FALSE,FALSE,14096763,741803,PRO,-0.693147180559945,-0.625,-0.693147180559945,-0.625,-2.32727770558442,-0.810930216216329,8
2,0,0,2,FALSE,TRUE,14096763,8479062,PRO,1.09861228866811,0.5,1.09861228866811,0.5,1.6094379124341,1.6094379124341,4
2,3,0,2,FALSE,TRUE,14096763,950531,PRO,0.538996500732687,0.114285714285714,0.538996500732687,0.114285714285714,0.641853886172395,1.38629436111989,7
1,0,0,1,FALSE,TRUE,14096763,9549942,PRO,0.693147180559945,0.5,0.693147180559945,0.5,1.09861228866811,1.09861228866811,2
8,4,5,16,FALSE,TRUE,14096763,961132338,PRO,0.901901994422056,0.272727272727273,0.901901994422056,0.272727272727273,0.970344229040101,0.968327051792033,33
2,3,1,1,FALSE,FALSE,141849481,1181356555,PRO,-0.154150679827258,-0.0285714285714285,-0.154150679827258,-0.0285714285714285,-0.233614851181505,-0.162518929497775,7
0,1,1,1,FALSE,FALSE,141849481,1229693137,PRO,-0.405465108108164,-0.333333333333333,-0.405465108108164,-0.333333333333333,-0.980829253011726,-0.980829253011726,3
2,3,0,2,FALSE,FALSE,141849481,1630541588,PRO,0.538996500732687,0.114285714285714,0.538996500732687,0.114285714285714,0.641853886172395,1.38629436111989,7
2,0,0,2,FALSE,FALSE,141849481,1703256930,PRO,1.09861228866811,0.5,1.09861228866811,0.5,1.6094379124341,1.6094379124341,4
3,5,0,1,FALSE,FALSE,141849481,2304539075,PRO,0.182321556793955,0.0416666666666667,0.182321556793954,0.0416666666666667,-0.0281708769666964,0.798507696217772,9
3,11,1,8,FALSE,FALSE,141849481,2454357277,PRO,0.318453731118535,0.0403726708074534,0.318453731118535,0.0403726708074534,0.402457587044209,0.589157467035898,23
3,0,0,1,FALSE,FALSE,141849481,2570770026,PRO,0.8754687373539,0.25,0.8754687373539,0.25,0.916290731874155,0.916290731874155,4
3,1,1,0,FALSE,FALSE,141849481,2696622658,PRO,0,-0.05,2.22044604925031e-16,-0.05,-0.169076330043934,-0.169076330043934,5
3,2,2,7,FALSE,FALSE,141849481,269890700,PRO,0.739667196194838,0.242857142857143,0.739667196194838,0.242857142857143,0.864465664009569,0.864465664009569,14
18,18,11,13,FALSE,FALSE,141849481,64417750,PRO,0.0800427076735364,0.0166666666666667,0.0800427076735364,0.0166666666666667,0.080114394830813,0.0839306285606849,60
1,1,0,2,TRUE,TRUE,14230772,12263542,PRO,0.693147180559945,0.25,0.693147180559945,0.25,1.09861228866811,1.6094379124341,4
1,4,0,1,TRUE,FALSE,14230772,132730268,PRO,-0.154150679827258,0.0333333333333334,-0.154150679827258,0.0333333333333334,-0.310154928303839,0.847297860387204,6
0,1,1,1,TRUE,FALSE,14230772,134260781,PRO,-0.405465108108164,-0.333333333333333,-0.405465108108164,-0.333333333333333,-0.980829253011726,-0.980829253011726,3
0,1,1,0,TRUE,FALSE,14230772,14096763,PRO,-0.693147180559945,-0.5,-0.693147180559945,-0.5,-1.09861228866811,-1.09861228866811,2
6,4,2,5,TRUE,FALSE,14230772,14608335,PRO,0.559615787935423,0.129411764705882,0.559615787935423,0.129411764705882,0.615855506258298,0.644357016390513,17
4,1,3,1,TRUE,TRUE,14230772,156341661,PRO,0.0689928714869515,0.0222222222222223,0.0689928714869514,0.0222222222222223,0.0655146071106265,0.0525180342834464,9
1,0,0,1,TRUE,TRUE,14230772,16244449,PRO,0.693147180559945,0.5,0.693147180559945,0.5,1.09861228866811,1.09861228866811,2
2,0,1,0,TRUE,TRUE,14230772,16399949,PRO,0.117783035656384,0,0.117783035656384,0,0.0645385211375711,0,3
1,0,1,0,TRUE,TRUE,14230772,17142046,PRO,0,0,0,0,0,0,2
11,7,1,2,TRUE,FALSE,14230772,176644153,PRO,0.405465108108164,0.0396825396825398,0.405465108108164,0.0396825396825398,0.295746632288512,0.438409263827518,21
10,6,5,5,TRUE,TRUE,14230772,17837051,PRO,0.200670695462151,0.0480769230769231,0.200670695462152,0.0480769230769231,0.201476172750968,0.204719283988151,26
4,0,3,1,TRUE,TRUE,14230772,1797991,PRO,0.22314355131421,0.125,0.22314355131421,0.125,0.251314428280906,0.2295744416445,8
1,2,1,3,TRUE,FALSE,14230772,18101656,PRO,0.182321556793955,0.0476190476190476,0.182321556793955,0.0476190476190476,0.22314355131421,0.223143551314209,7
7,2,2,4,TRUE,TRUE,14230772,18816166,PRO,0.662375521893192,0.177777777777778,0.662375521893191,0.177777777777778,0.715961858326116,0.715961858326116,15
1,0,0,1,TRUE,TRUE,14230772,19040598,PRO,0.693147180559945,0.5,0.693147180559945,0.5,1.09861228866811,1.09861228866811,2
1,3,1,3,TRUE,FALSE,14230772,197869772,PRO,0,0,0,0,0,0,8
5,1,1,0,TRUE,TRUE,14230772,249758564,PRO,0.117783035656384,-0.0238095238095237,0.117783035656384,-0.0238095238095237,-0.104140259252597,-0.104140259252597,7
13,20,11,12,TRUE,TRUE,14230772,259498996,PRO,-0.182321556793955,-0.0346320346320346,-0.182321556793955,-0.0346320346320346,-0.18910605311062,-0.187038546672093,56
3,4,2,4,TRUE,TRUE,14230772,31178767,PRO,0.169899036795397,0.0439560439560439,0.169899036795397,0.0439560439560439,0.198602442398092,0.216671036808592,13
1,0,1,1,TRUE,FALSE,14230772,33999013,PRO,0.287682072451781,0.333333333333333,0.287682072451781,0.333333333333333,0.405465108108164,0.405465108108164,3
0,2,1,2,TRUE,TRUE,14230772,34145908,PRO,-0.470003629245736,-0.2,-0.470003629245735,-0.2,-0.965080896043587,-1.50407739677627,5
1,0,1,0,TRUE,FALSE,14230772,36361027,PRO,0,0,0,0,0,0,2
1,4,0,1,TRUE,FALSE,14230772,39015772,PRO,-0.154150679827258,0.0333333333333334,-0.154150679827258,0.0333333333333334,-0.310154928303839,0.847297860387204,6
0,2,1,0,TRUE,TRUE,14230772,39462935,PRO,-0.980829253011726,-0.333333333333333,-0.980829253011726,-0.333333333333333,-1.32175583998232,-1.79175946922805,3
3,2,0,2,TRUE,TRUE,14230772,40532389,PRO,0.826678573184468,0.171428571428571,0.826678573184468,0.171428571428571,0.955511445027436,1.38629436111989,7
2,0,0,1,TRUE,TRUE,14230772,47526275,PRO,0.810930216216329,0.333333333333333,0.810930216216329,0.333333333333333,0.980829253011726,0.980829253011726,3
1,1,2,0,TRUE,TRUE,14230772,47657283,PRO,-0.405465108108164,-0.25,-0.405465108108164,-0.25,-0.510825623765991,-0.451985123743057,4
2,5,0,1,TRUE,FALSE,14230772,62633125,PRO,0,0.0357142857142857,0,0.0357142857142857,-0.196710294246054,0.810930216216329,8
9,11,4,10,TRUE,FALSE,14230772,6631,PRO,0.374693449441411,0.0676470588235294,0.37469344944141,0.0676470588235294,0.400569137495958,0.424772560218173,34
1,0,0,1,TRUE,TRUE,14230772,87271106,PRO,0.693147180559945,0.5,0.693147180559945,0.5,1.09861228866811,1.09861228866811,2
0,2,2,6,TRUE,TRUE,14230772,961132338,PRO,-0.182321556793954,-0.2,-0.182321556793954,-0.2,-1.29928298413026,-1.29928298413026,10
6,2,8,0,FALSE,FALSE,14526135,10855372,PRO,-0.251314428280906,-0.125,-0.251314428280907,-0.125,-0.268263986594679,-0.255346691808845,16
2,6,1,5,FALSE,FALSE,14526135,12276642,PRO,0.182321556793954,0.0357142857142857,0.182321556793954,0.0357142857142857,0.241162056816888,0.349459432148024,14
4,3,1,2,FALSE,FALSE,14526135,15040935,PRO,0.328504066972036,0.0714285714285714,0.328504066972036,0.0714285714285714,0.323787077093898,0.405465108108165,10
0,1,1,1,FALSE,TRUE,14526135,18028249,PRO,-0.405465108108164,-0.333333333333333,-0.405465108108164,-0.333333333333333,-0.980829253011726,-0.980829253011726,3
1,0,1,0,FALSE,FALSE,14526135,18820955,PRO,0,0,0,0,0,0,2
0,1,0,1,FALSE,FALSE,14526135,19350455,PRO,0,0,0,0,0,NA,2
3,1,2,2,FALSE,FALSE,14526135,20474878,PRO,0.287682072451781,0.125,0.287682072451781,0.125,0.336472236621213,0.322773392263051,8
16,9,8,4,FALSE,FALSE,14526135,55187363,PRO,-0.0207907696690738,-0.00864864864864867,-0.0207907696690741,-0.00864864864864867,-0.0397192797845736,-0.0382212128201975,37
4,6,2,1,FALSE,FALSE,14526135,613469003,PRO,-0.364643113587909,-0.0615384615384615,-0.36464311358791,-0.0615384615384615,-0.467985465089499,-0.416893803931788,13
2,1,1,1,FALSE,FALSE,14526135,82085208,PRO,0.182321556793955,0.0666666666666667,0.182321556793955,0.0666666666666667,0.19782574332992,0.19782574332992,5
1,1,0,1,FALSE,FALSE,14526135,92241457,PRO,0.405465108108164,0.166666666666667,0.405465108108164,0.166666666666667,0.51082562376599,0.980829253011726,3
1,0,0,1,FALSE,FALSE,14608335,1101561128,PRO,0.693147180559945,0.5,0.693147180559945,0.5,1.09861228866811,1.09861228866811,2
1,5,0,3,FALSE,FALSE,14608335,132730268,PRO,0.22314355131421,0.0555555555555556,0.22314355131421,0.0555555555555556,0.356674943938732,1.74296930505862,9
1,0,1,2,FALSE,TRUE,14608335,14230772,PRO,0.51082562376599,0.5,0.51082562376599,0.5,0.693147180559945,0.693147180559945,4
4,4,4,2,FALSE,TRUE,14608335,17837051,PRO,-0.22314355131421,-0.0714285714285714,-0.22314355131421,-0.0714285714285714,-0.251314428280906,-0.251314428280906,14
17,12,4,16,FALSE,FALSE,14608335,18101656,PRO,0.937989094335234,0.157635467980296,0.937989094335234,0.157635467980296,0.98647992452054,1.01335889630938,49
0,1,0,1,FALSE,FALSE,14608335,18300968,PRO,0,0,0,0,0,NA,2
0,1,0,1,FALSE,FALSE,14608335,197869772,PRO,0,0,0,0,0,NA,2
2,0,1,1,FALSE,TRUE,14608335,2195241,PRO,0.405465108108164,0.25,0.405465108108164,0.25,0.510825623765991,0.451985123743057,4
0,4,2,2,FALSE,TRUE,14608335,259498996,PRO,-1.09861228866811,-0.25,-1.09861228866811,-0.25,-1.6094379124341,-2.19722457733622,8
0,1,4,1,FALSE,FALSE,14608335,281877818,PRO,-0.762140052046897,-0.666666666666667,-0.762140052046897,-0.666666666666667,-2.12026353620009,-0.847297860387204,6
0,1,0,1,FALSE,FALSE,14608335,514613499,PRO,0,0,0,0,0,NA,2
6,5,6,6,FALSE,FALSE,14608335,56347262,PRO,0.0741079721537218,0.0237154150197628,0.0741079721537217,0.0237154150197628,0.0800427076735364,0.0800427076735364,23
0,1,1,4,FALSE,FALSE,14608335,62633125,PRO,0.154150679827258,-0.166666666666667,0.154150679827258,-0.166666666666667,-0.847297860387204,-0.847297860387204,6
9,10,5,18,FALSE,FALSE,14608335,6631,PRO,0.685179010910768,0.140350877192982,0.685179010910768,0.140350877192982,0.732535833926906,0.741937344729378,42
3,4,2,4,FALSE,FALSE,14608335,70502914,PRO,0.169899036795397,0.0439560439560439,0.169899036795397,0.0439560439560439,0.198602442398092,0.216671036808592,13
2,1,2,2,FALSE,FALSE,15108640,104600448,PRO,0.182321556793955,0.0952380952380952,0.182321556793955,0.0952380952380952,0.22314355131421,0.22314355131421,7
2,2,0,1,FALSE,TRUE,15108640,123374553,PRO,0.405465108108164,0.1,0.405465108108165,0.1,0.336472236621213,0.8754687373539,5
3,2,1,9,FALSE,FALSE,15108640,18567399,PRO,1.23214368129263,0.333333333333333,1.23214368129263,0.333333333333333,1.52242653544447,1.5535171225145,15
14,13,3,8,FALSE,FALSE,15108640,21518732,PRO,0.519409367457382,0.0711500974658869,0.519409367457382,0.0711500974658869,0.530091722389727,0.585603257921176,38
2,0,2,2,FALSE,TRUE,15108640,24751910,PRO,0.405465108108164,0.333333333333333,0.405465108108164,0.333333333333333,0.51082562376599,0.51082562376599,6
1,0,1,2,FALSE,FALSE,15108640,255187597,PRO,0.51082562376599,0.5,0.51082562376599,0.5,0.693147180559945,0.693147180559945,4
2,4,2,7,FALSE,FALSE,15108640,477971953,PRO,0.318453731118535,0.0666666666666667,0.318453731118535,0.0666666666666667,0.356674943938733,0.356674943938733,15
7,1,1,2,FALSE,FALSE,15108640,6397742,PRO,0.693147180559945,0.147727272727273,0.693147180559945,0.147727272727273,0.687282061107547,0.687282061107547,11
25,15,8,12,FALSE,FALSE,1524593612,202967558,PRO,0.41424479576021,0.075,0.41424479576021,0.075,0.416659254851317,0.42565640472016,60
1,6,1,0,FALSE,FALSE,1524593612,2192933494,PRO,-1.09861228866811,-0.107142857142857,-1.09861228866811,-0.107142857142857,-1.38629436111989,-1.38629436111989,8
4,15,2,6,FALSE,FALSE,1524593612,2542847994,PRO,-0.231111720963387,-0.0116959064327485,-0.231111720963387,-0.0116959064327485,-0.244780050907571,-0.156653810045376,27
4,5,0,4,FALSE,FALSE,1524593612,2598979333,PRO,1.00330210886378,0.136752136752137,1.00330210886378,0.136752136752137,1.22050210627715,1.94591014905531,13
7,2,0,1,FALSE,FALSE,1524593612,2787488924,PRO,0.780158557549575,0.0777777777777778,0.780158557549575,0.0777777777777778,0.562785362696702,0.78845736036427,10
3,6,1,1,FALSE,FALSE,1524593612,368174870,PRO,-0.318453731118535,-0.0303030303030303,-0.318453731118535,-0.0303030303030303,-0.462035459596559,-0.301105092783922,11
0,1,1,1,FALSE,FALSE,1524593612,490356696,PRO,-0.405465108108164,-0.333333333333333,-0.405465108108164,-0.333333333333333,-0.980829253011726,-0.980829253011726,3
1,0,0,1,FALSE,FALSE,1524593612,543363122,PRO,0.693147180559945,0.5,0.693147180559945,0.5,1.09861228866811,1.09861228866811,2
