Corpus,DocId,SpeakerA,SpeakerB,FLT A -> B,FLT B -> A,Sparsity A->B,Sparsity B->A
Providence,ale26.xml,CHI,GRA,1.3870967741935485,1.492063492063492,30,70
Providence,ale26.xml,MOT,CHI,1.485728592889334,1.3500432152117545,1888,904
Providence,ale26.xml,GRA,CHI,1.5507246376811594,1.4528301886792452,54,39
Providence,ale26.xml,MOT,GRA,1.425,1.53125,39,26
Providence,ale26.xml,GRA,MOT,1.537313432835821,1.5555555555555556,116,69
Providence,ale26.xml,OPE,GRA,1.5,1.6666666666666667,4,3
Providence,ale27.xml,MOT,CHI,1.5555555555555556,1.405829596412556,1972,1063
Providence,ale27.xml,OPE,MOT,1.457142857142857,1.5034013605442176,36,145
Providence,ale27.xml,CHI,MOT,1.3450920245398772,1.5213849287169043,516,857
Providence,ale27.xml,OPE,CHI,1.4067796610169492,1.32,46,33
Providence,ale27.xml,MOT,OPE,1.6136363636363635,1.511111111111111,41,40
Providence,ale27.xml,CHI,OPE,1.4186046511627908,1.6354166666666667,90,95
Providence,ale28.xml,CHI,MOT,1.3579335793357934,1.5041459369817578,275,610
Providence,ale28.xml,CHI,OPE,1.0,1.0,3,1
Providence,ale28.xml,MOT,CHI,1.5209326974032857,1.3520060560181681,1930,1104
Providence,ale28.xml,OPE,MOT,1.3333333333333333,1.5714285714285714,6,12
Providence,ale28.xml,OPE,CHI,1.6153846153846154,1.125,9,23
Providence,ale28.xml,MOT,OPE,1.5517241379310345,1.6875,25,18
Providence,ale28.xml,CHI,ENV,1.0,1.3636363636363635,2,65
Providence,ale28.xml,MOT,ENV,1.2,1.2857142857142858,7,5
Providence,ale29.xml,CHI,MOT,1.3333333333333333,1.5557768924302788,301,476
Providence,ale29.xml,CHI,OPE,1.1428571428571428,1.5769230769230769,14,20
Providence,ale29.xml,MOT,CHI,1.5148045795499407,1.3604997025580012,2509,1543
Providence,ale29.xml,MOT,OPE,1.3333333333333333,UD,2,3
Providence,ale29.xml,OPE,MOT,1.0,1.4545454545454546,4,16
Providence,ale29.xml,OPE,CHI,1.6666666666666667,1.0,8,14
Providence,ale29.xml,FAT,CHI,1.25,1.1666666666666667,12,21
Providence,ale29.xml,MOT,FAT,1.6363636363636365,1.4854368932038835,126,116
Providence,ale29.xml,FAT,MOT,1.475,1.5671641791044777,42,125
Providence,ale29.xml,CHI,FAT,1.2666666666666666,1.5777777777777777,40,37
Providence,ale29.xml,OPE,FAT,1.0,2.0,3,3
Providence,ale30.xml,CHI,MOT,1.376923076923077,1.5513856812933025,918,1654
Providence,ale30.xml,CHI,OPE,1.3,1.375,7,12
Providence,ale30.xml,OPE,CHI,1.5714285714285714,1.0,11,9
Providence,ale30.xml,MOT,CHI,1.5017158544955387,1.4487350199733688,1382,715
Providence,ale30.xml,OPE,MOT,1.375,1.4285714285714286,11,13
Providence,ale30.xml,MOT,OPE,1.4,1.0,6,2
Providence,ale30.xml,FAT,CHI,1.4761904761904763,1.3409090909090908,16,31
Providence,ale30.xml,MOT,FAT,1.5,1.1428571428571428,20,8
Providence,ale30.xml,CHI,FAT,1.4375,1.1,14,9
Providence,ale30.xml,FAT,MOT,1.0,1.75,1,8
Providence,ale31.xml,MOT,CHI,1.5363391655450875,1.3412844036697247,1492,503
Providence,ale31.xml,MOT,ADU,1.4661654135338347,1.509433962264151,239,67
Providence,ale31.xml,CHI,ADU,1.3636363636363635,1.3157894736842106,39,49
Providence,ale31.xml,ADU,MOT,1.5,1.4789915966386555,53,115
Providence,ale31.xml,CHI,MOT,1.3679458239277653,1.4990583804143127,443,1512
Providence,ale31.xml,ADU,CHI,1.4246575342465753,1.375,58,36
Providence,ale31.xml,OPE,MOT,1.8,1.25,8,8
Providence,ale31.xml,OPE,CHI,1.5,1.8,3,6
Providence,ale31.xml,ADU,OPE,1.0,1.0,1,1
Providence,ale31.xml,CHI,OPE,1.0,1.3333333333333333,3,5
Providence,ale32.xml,MOT,CHI,1.5119595216191353,1.325287356321839,2178,882
Providence,ale32.xml,OPE,CHI,1.4782608695652173,1.2876712328767124,26,58
Providence,ale32.xml,OPE,MOT,1.4411764705882353,1.5735294117647058,31,157
Providence,ale32.xml,CHI,OPE,1.373134328358209,1.5128205128205128,54,37
Providence,ale32.xml,CHI,MOT,1.3696369636963697,1.5491228070175438,290,610
Providence,ale32.xml,MOT,OPE,1.4311377245508983,1.4,170,66
Providence,ale32.xml,MOT,GRN,1.5061728395061729,1.4887005649717515,563,386
Providence,ale32.xml,GRN,CHI,1.4220183486238531,1.3631284916201116,94,154
Providence,ale32.xml,GRN,MOT,1.5185185185185186,1.5745296671490594,459,736
Providence,ale32.xml,CHI,GRN,1.1818181818181819,1.5,45,93
Providence,ale32.xml,OPE,GRN,1.4285714285714286,1.6111111111111112,9,25
Providence,ale32.xml,GRN,OPE,1.4285714285714286,1.5,32,20
Providence,ale33.xml,MOT,CHI,1.5236018471010775,1.3483955468238376,3680,1386
Providence,ale33.xml,FAT,CHI,2.0,1.25,3,7
Providence,ale33.xml,MOT,FAT,1.5,1.6111111111111112,22,20
Providence,ale33.xml,MOT,OPE,1.6666666666666667,1.0,8,1
Providence,ale34.xml,CHI,MOT,1.4130859375,1.5104096709200805,847,1496
Providence,ale34.xml,UNI,MOT,1.0,1.4,2,10
Providence,ale34.xml,GRA,CHI,1.506578947368421,1.4516129032258065,293,96
Providence,ale34.xml,MOT,CHI,1.5294599018003274,1.4504716981132075,1094,388
Providence,ale34.xml,MOT,UNI,1.6,1.0,122,5
Providence,ale34.xml,MOT,GRA,1.4796747967479675,1.4653465346534653,121,106
Providence,ale34.xml,CHI,UNI,1.2,1.0,19,3
Providence,ale34.xml,CHI,GRA,1.3838383838383839,1.4586776859504131,87,254
Providence,ale34.xml,CHI,ENV,1.3333333333333333,1.0,13,5
Providence,ale34.xml,CHI,OPE,1.0,1.7272727272727273,5,18
Providence,ale34.xml,ENV,CHI,1.1666666666666667,1.3333333333333333,5,5
Providence,ale34.xml,GRA,MOT,1.412280701754386,1.5517241379310345,92,52
Providence,ale34.xml,OPE,ENV,1.4285714285714286,1.0,9,1
Providence,ale34.xml,MOT,ENV,1.0,1.0,3,1
Providence,ale34.xml,ENV,MOT,1.0,1.5714285714285714,1,11
Providence,ale34.xml,ENV,GRA,1.0,1.6,2,7
Providence,ale34.xml,GRA,ENV,1.6097560975609757,1.28,73,39
Providence,ale35.xml,CHI,OPE,1.0,1.2857142857142858,4,11
Providence,ale35.xml,MOT,CHI,1.533457249070632,1.3517786561264822,575,217
Providence,ale35.xml,MOT,GRA,1.472,1.523489932885906,134,140
Providence,ale35.xml,MOT,ENV,1.584070796460177,1.0632911392405062,297,79
Providence,ale35.xml,GRA,MOT,1.496,1.5147679324894514,131,241
Providence,ale35.xml,ENV,CHI,1.2614107883817427,1.3694267515923566,202,253
Providence,ale35.xml,ENV,MOT,1.0595238095238095,1.5344827586206897,86,429
Providence,ale35.xml,CHI,MOT,1.3713692946058091,1.4855345911949684,412,797
Providence,ale35.xml,CHI,ENV,1.4254545454545455,1.1728395061728396,229,144
Providence,ale35.xml,ENV,GRA,1.1333333333333333,1.5909090909090908,11,37
Providence,ale35.xml,OPE,MOT,1.0,1.0,16,6
Providence,ale35.xml,CHI,GRA,1.1851851851851851,1.4428571428571428,24,63
Providence,ale35.xml,GRA,CHI,1.5446428571428572,1.1944444444444444,121,33
Providence,ale35.xml,GRA,ENV,1.3333333333333333,1.3076923076923077,16,13
Providence,ale35.xml,OPE,GRA,1.0,1.4545454545454546,1,7
Providence,ale35.xml,ENV,TOY,1.0,1.3333333333333333,1,2
Providence,ale35.xml,OPE,CHI,1.0,1.0,1,2
Providence,ale36.xml,CHI,MOT,1.4557823129251701,1.4747474747474747,98,224
Providence,ale36.xml,CHI,OPE,1.1875,1.45,27,31
Providence,ale36.xml,OPE,CHI,1.619047619047619,1.4848484848484849,45,28
Providence,ale36.xml,MOT,CHI,1.4808244195147404,1.4066852367688023,3675,1505
Providence,ale36.xml,MOT,OPE,1.4137931034482758,1.5,33,33
Providence,ale36.xml,OPE,MOT,1.5,1.7142857142857142,21,21
Providence,ale36.xml,MOT,ENV,1.6666666666666667,1.4074074074074074,3,18
Providence,ale36.xml,MOT,FAT,1.0,1.75,1,2
Providence,ale36.xml,FAT,MOT,1.75,1.75,2,4
Providence,ale37.xml,GRA,MOT,1.5,1.5272727272727273,47,58
Providence,ale37.xml,GRA,CHI,1.2962962962962963,1.32,48,44
Providence,ale37.xml,MOT,GRA,1.5229357798165137,1.435897435897436,107,73
Providence,ale37.xml,CHI,GRA,1.3529411764705883,1.548780487804878,54,67
Providence,ale37.xml,MOT,CHI,1.4847396768402155,1.3495072024260804,1540,1118
Providence,ale37.xml,CHI,MOT,1.3779160186625194,1.5307150050352467,557,944
Providence,ale37.xml,MOT,OPE,1.5,1.8,6,7
Providence,ale37.xml,OPE,MOT,1.7777777777777777,1.7692307692307692,11,14
Providence,ale38.xml,CHI,MOT,1.4367262723521321,1.5440628878775342,1416,2372
Providence,ale38.xml,CHI,OPE,1.2727272727272727,1.6666666666666667,12,8
Providence,ale38.xml,OPE,MOT,1.5,1.1666666666666667,4,4
Providence,ale38.xml,OPE,CHI,1.75,1.2,3,4
Providence,ale38.xml,CHI,FAT,1.1666666666666667,1.6666666666666667,17,24
