BA,BNotA,NotBA,NotBNotA,alignment,baseDenom,baseNum,category,conv,corpus,docId,numUtterances,powerDenom,powerNum,replierId,sparsityA,sparsityB,speakerId
0.0,0.0,2.0,15.0,0.0,17,0.0,are,"('MOT', 'FAT')",Providence,ale29.xml,17,2.0,0.0,FAT,151,139,MOT
0.0,0.0,2.0,15.0,0.0,17,0.0,that,"('MOT', 'FAT')",Providence,ale29.xml,17,2.0,0.0,FAT,151,139,MOT
0.0,0.0,3.0,14.0,0.0,17,0.0,it,"('MOT', 'FAT')",Providence,ale29.xml,17,3.0,0.0,FAT,151,139,MOT
0.0,0.0,1.0,16.0,0.0,17,0.0,was,"('MOT', 'FAT')",Providence,ale29.xml,17,1.0,0.0,FAT,151,139,MOT
0.0,0.0,1.0,16.0,0.0,17,0.0,can,"('MOT', 'FAT')",Providence,ale29.xml,17,1.0,0.0,FAT,151,139,MOT
0.0,0.0,1.0,1.0,0.0,2,0.0,go,"('OPE', 'CHI')",Providence,ale29.xml,2,1.0,0.0,CHI,10,24,OPE
0.0,0.0,1.0,1.0,0.0,2,0.0,see,"('OPE', 'CHI')",Providence,ale29.xml,2,1.0,0.0,CHI,10,24,OPE
0.0,0.0,1.0,1.0,0.0,2,0.0,and,"('OPE', 'CHI')",Providence,ale29.xml,2,1.0,0.0,CHI,10,24,OPE
1.0,0.0,0.0,0.0,0.0,1,1.0,you,"('OPE', 'FAT')",Providence,ale29.xml,1,1.0,1.0,FAT,4,4,OPE
0.0,0.0,1.0,0.0,0.0,1,0.0,are,"('OPE', 'FAT')",Providence,ale29.xml,1,1.0,0.0,FAT,4,4,OPE
0.0,0.0,1.0,0.0,0.0,1,0.0,go,"('OPE', 'MOT')",Providence,ale29.xml,1,1.0,0.0,MOT,5,20,OPE
0.0,0.0,1.0,0.0,0.0,1,0.0,see,"('OPE', 'MOT')",Providence,ale29.xml,1,1.0,0.0,MOT,5,20,OPE
0.0,1.0,1.0,420.0,-0.002369668246445498,422,1.0,of,"('MOT', 'CHI')",Providence,ale29.xml,422,1.0,0.0,CHI,3161,2223,MOT
0.0,1.0,15.0,406.0,-0.002369668246445498,422,1.0,like,"('MOT', 'CHI')",Providence,ale29.xml,422,15.0,0.0,CHI,3161,2223,MOT
0.0,1.0,5.0,416.0,-0.002369668246445498,422,1.0,not,"('MOT', 'CHI')",Providence,ale29.xml,422,5.0,0.0,CHI,3161,2223,MOT
0.0,1.0,23.0,398.0,-0.002369668246445498,422,1.0,do,"('MOT', 'CHI')",Providence,ale29.xml,422,23.0,0.0,CHI,3161,2223,MOT
8.0,31.0,81.0,302.0,-0.0025294211619362045,422,39.0,the,"('MOT', 'CHI')",Providence,ale29.xml,422,89.0,8.0,CHI,3161,2223,MOT
0.0,2.0,5.0,415.0,-0.004739336492890996,422,2.0,where,"('MOT', 'CHI')",Providence,ale29.xml,422,5.0,0.0,CHI,3161,2223,MOT
0.0,2.0,8.0,412.0,-0.004739336492890996,422,2.0,yeah,"('MOT', 'CHI')",Providence,ale29.xml,422,8.0,0.0,CHI,3161,2223,MOT
0.0,2.0,1.0,419.0,-0.004739336492890996,422,2.0,make,"('MOT', 'CHI')",Providence,ale29.xml,422,1.0,0.0,CHI,3161,2223,MOT
0.0,3.0,8.0,411.0,-0.0071090047393364926,422,3.0,wanna,"('MOT', 'CHI')",Providence,ale29.xml,422,8.0,0.0,CHI,3161,2223,MOT
0.0,4.0,4.0,414.0,-0.009478672985781991,422,4.0,did,"('MOT', 'CHI')",Providence,ale29.xml,422,4.0,0.0,CHI,3161,2223,MOT
0.0,5.0,10.0,407.0,-0.011848341232227487,422,5.0,there,"('MOT', 'CHI')",Providence,ale29.xml,422,10.0,0.0,CHI,3161,2223,MOT
0.0,5.0,4.0,413.0,-0.011848341232227487,422,5.0,my,"('MOT', 'CHI')",Providence,ale29.xml,422,4.0,0.0,CHI,3161,2223,MOT
0.0,5.0,7.0,410.0,-0.011848341232227487,422,5.0,look,"('MOT', 'CHI')",Providence,ale29.xml,422,7.0,0.0,CHI,3161,2223,MOT
0.0,1.0,3.0,71.0,-0.013333333333333334,75,1.0,wanna,"('CHI', 'MOT')",Providence,ale29.xml,75,3.0,0.0,MOT,423,579,CHI
0.0,1.0,1.0,73.0,-0.013333333333333334,75,1.0,is,"('CHI', 'MOT')",Providence,ale29.xml,75,1.0,0.0,MOT,423,579,CHI
0.0,1.0,2.0,72.0,-0.013333333333333334,75,1.0,want,"('CHI', 'MOT')",Providence,ale29.xml,75,2.0,0.0,MOT,423,579,CHI
0.0,6.0,13.0,403.0,-0.014218009478672985,422,6.0,is,"('MOT', 'CHI')",Providence,ale29.xml,422,13.0,0.0,CHI,3161,2223,MOT
0.0,2.0,1.0,72.0,-0.02666666666666667,75,2.0,it,"('CHI', 'MOT')",Providence,ale29.xml,75,1.0,0.0,MOT,423,579,CHI
0.0,2.0,2.0,71.0,-0.02666666666666667,75,2.0,and,"('CHI', 'MOT')",Providence,ale29.xml,75,2.0,0.0,MOT,423,579,CHI
0.0,3.0,1.0,71.0,-0.04,75,3.0,there,"('CHI', 'MOT')",Providence,ale29.xml,75,1.0,0.0,MOT,423,579,CHI
0.0,3.0,1.0,71.0,-0.04,75,3.0,of,"('CHI', 'MOT')",Providence,ale29.xml,75,1.0,0.0,MOT,423,579,CHI
0.0,4.0,2.0,69.0,-0.05333333333333334,75,4.0,to,"('CHI', 'MOT')",Providence,ale29.xml,75,2.0,0.0,MOT,423,579,CHI
0.0,1.0,1.0,15.0,-0.058823529411764705,17,1.0,all,"('MOT', 'FAT')",Providence,ale29.xml,17,1.0,0.0,FAT,151,139,MOT
0.0,1.0,2.0,14.0,-0.058823529411764705,17,1.0,do,"('MOT', 'FAT')",Providence,ale29.xml,17,2.0,0.0,FAT,151,139,MOT
0.0,1.0,1.0,15.0,-0.058823529411764705,17,1.0,they,"('MOT', 'FAT')",Providence,ale29.xml,17,1.0,0.0,FAT,151,139,MOT
1.0,4.0,4.0,8.0,-0.09411764705882353,17,5.0,you,"('MOT', 'FAT')",Providence,ale29.xml,17,5.0,1.0,FAT,151,139,MOT
0.0,1.0,1.0,7.0,-0.1111111111111111,9,1.0,the,"('CHI', 'FAT')",Providence,ale29.xml,9,1.0,0.0,FAT,56,46,CHI
0.0,1.0,1.0,7.0,-0.1111111111111111,9,1.0,this,"('CHI', 'FAT')",Providence,ale29.xml,9,1.0,0.0,FAT,56,46,CHI
0.0,1.0,3.0,5.0,-0.1111111111111111,9,1.0,the,"('FAT', 'MOT')",Providence,ale29.xml,9,3.0,0.0,MOT,52,149,FAT
0.0,1.0,1.0,7.0,-0.1111111111111111,9,1.0,that,"('FAT', 'MOT')",Providence,ale29.xml,9,1.0,0.0,MOT,52,149,FAT
0.0,1.0,1.0,7.0,-0.1111111111111111,9,1.0,do,"('FAT', 'MOT')",Providence,ale29.xml,9,1.0,0.0,MOT,52,149,FAT
0.0,1.0,1.0,7.0,-0.1111111111111111,9,1.0,in,"('FAT', 'MOT')",Providence,ale29.xml,9,1.0,0.0,MOT,52,149,FAT
0.0,2.0,2.0,13.0,-0.11764705882352941,17,2.0,what,"('MOT', 'FAT')",Providence,ale29.xml,17,2.0,0.0,FAT,151,139,MOT
0.0,9.0,1.0,65.0,-0.12,75,9.0,what,"('CHI', 'MOT')",Providence,ale29.xml,75,1.0,0.0,MOT,423,579,CHI
0.0,10.0,1.0,64.0,-0.13333333333333333,75,10.0,a,"('CHI', 'MOT')",Providence,ale29.xml,75,1.0,0.0,MOT,423,579,CHI
0.0,10.0,4.0,61.0,-0.13333333333333333,75,10.0,oh,"('CHI', 'MOT')",Providence,ale29.xml,75,4.0,0.0,MOT,423,579,CHI
0.0,13.0,1.0,61.0,-0.17333333333333334,75,13.0,you,"('CHI', 'MOT')",Providence,ale29.xml,75,1.0,0.0,MOT,423,579,CHI
0.0,3.0,1.0,13.0,-0.17647058823529413,17,3.0,a,"('MOT', 'FAT')",Providence,ale29.xml,17,1.0,0.0,FAT,151,139,MOT
0.0,1.0,1.0,3.0,-0.2,5,1.0,a,"('FAT', 'CHI')",Providence,ale29.xml,5,1.0,0.0,CHI,17,29,FAT
0.0,2.0,1.0,6.0,-0.2222222222222222,9,2.0,you,"('FAT', 'MOT')",Providence,ale29.xml,9,1.0,0.0,MOT,52,149,FAT
0.0,1.0,1.0,2.0,-0.25,4,1.0,is,"('CHI', 'OPE')",Providence,ale29.xml,4,1.0,0.0,OPE,21,24,CHI
0.0,4.0,1.0,4.0,-0.4444444444444444,9,4.0,it,"('FAT', 'MOT')",Providence,ale29.xml,9,1.0,0.0,MOT,52,149,FAT
2.0,15.0,2.0,254.0,0.43772893772893773,273,17.0,one,"('CHI', 'MOT')",Providence,ale30.xml,273,4.0,2.0,MOT,1268,2103,CHI
8.0,28.0,7.0,230.0,0.4014652014652015,273,36.0,that,"('CHI', 'MOT')",Providence,ale30.xml,273,15.0,8.0,MOT,1268,2103,CHI
1.0,0.0,2.0,188.0,0.32809773123909247,191,1.0,little,"('MOT', 'CHI')",Providence,ale30.xml,191,3.0,1.0,CHI,1721,980,MOT
2.0,12.0,4.0,255.0,0.28205128205128205,273,14.0,on,"('CHI', 'MOT')",Providence,ale30.xml,273,6.0,2.0,MOT,1268,2103,CHI
1.0,3.0,3.0,266.0,0.23534798534798534,273,4.0,my,"('CHI', 'MOT')",Providence,ale30.xml,273,4.0,1.0,MOT,1268,2103,CHI
1.0,4.0,3.0,183.0,0.2238219895287958,191,5.0,there,"('MOT', 'CHI')",Providence,ale30.xml,191,4.0,1.0,CHI,1721,980,MOT
6.0,25.0,14.0,228.0,0.18644688644688645,273,31.0,the,"('CHI', 'MOT')",Providence,ale30.xml,273,20.0,6.0,MOT,1268,2103,CHI
1.0,4.0,4.0,182.0,0.17382198952879582,191,5.0,go,"('MOT', 'CHI')",Providence,ale30.xml,191,5.0,1.0,CHI,1721,980,MOT
1.0,10.0,4.0,258.0,0.15970695970695972,273,11.0,put,"('CHI', 'MOT')",Providence,ale30.xml,273,5.0,1.0,MOT,1268,2103,CHI
1.0,15.0,4.0,253.0,0.1413919413919414,273,16.0,see,"('CHI', 'MOT')",Providence,ale30.xml,273,5.0,1.0,MOT,1268,2103,CHI
1.0,0.0,6.0,184.0,0.137621540762902,191,1.0,see,"('MOT', 'CHI')",Providence,ale30.xml,191,7.0,1.0,CHI,1721,980,MOT
3.0,6.0,17.0,247.0,0.11703296703296703,273,9.0,where,"('CHI', 'MOT')",Providence,ale30.xml,273,20.0,3.0,MOT,1268,2103,CHI
2.0,39.0,6.0,226.0,0.09981684981684982,273,41.0,what,"('CHI', 'MOT')",Providence,ale30.xml,273,8.0,2.0,MOT,1268,2103,CHI
2.0,6.0,13.0,170.0,0.09144851657940663,191,8.0,is,"('MOT', 'CHI')",Providence,ale30.xml,191,15.0,2.0,CHI,1721,980,MOT
4.0,19.0,21.0,229.0,0.07575091575091575,273,23.0,a,"('CHI', 'MOT')",Providence,ale30.xml,273,25.0,4.0,MOT,1268,2103,CHI
4.0,11.0,23.0,153.0,0.06961411673453557,191,15.0,a,"('MOT', 'CHI')",Providence,ale30.xml,191,27.0,4.0,CHI,1721,980,MOT
3.0,16.0,15.0,157.0,0.06719022687609075,191,19.0,one,"('MOT', 'CHI')",Providence,ale30.xml,191,18.0,3.0,CHI,1721,980,MOT
1.0,0.0,15.0,175.0,0.057264397905759164,191,1.0,like,"('MOT', 'CHI')",Providence,ale30.xml,191,16.0,1.0,CHI,1721,980,MOT
1.0,2.0,14.0,174.0,0.05095986038394415,191,3.0,oh,"('MOT', 'CHI')",Providence,ale30.xml,191,15.0,1.0,CHI,1721,980,MOT
5.0,11.0,34.0,141.0,0.044435494697274786,191,16.0,the,"('MOT', 'CHI')",Providence,ale30.xml,191,39.0,5.0,CHI,1721,980,MOT
1.0,1.0,18.0,171.0,0.042160374758886746,191,2.0,to,"('MOT', 'CHI')",Providence,ale30.xml,191,19.0,1.0,CHI,1721,980,MOT
4.0,23.0,18.0,146.0,0.040456925273679195,191,27.0,this,"('MOT', 'CHI')",Providence,ale30.xml,191,22.0,4.0,CHI,1721,980,MOT
1.0,4.0,27.0,159.0,0.009536275243081524,191,5.0,that,"('MOT', 'CHI')",Providence,ale30.xml,191,28.0,1.0,CHI,1721,980,MOT
1.0,4.0,32.0,154.0,0.0041250198318261155,191,5.0,you,"('MOT', 'CHI')",Providence,ale30.xml,191,33.0,1.0,CHI,1721,980,MOT
0.0,0.0,1.0,3.0,0.0,4,0.0,he,"('CHI', 'FAT')",Providence,ale30.xml,4,1.0,0.0,FAT,20,14,CHI
0.0,0.0,1.0,3.0,0.0,4,0.0,where,"('CHI', 'FAT')",Providence,ale30.xml,4,1.0,0.0,FAT,20,14,CHI
0.0,0.0,2.0,271.0,0.0,273,0.0,wanna,"('CHI', 'MOT')",Providence,ale30.xml,273,2.0,0.0,MOT,1268,2103,CHI
0.0,0.0,5.0,268.0,0.0,273,0.0,he,"('CHI', 'MOT')",Providence,ale30.xml,273,5.0,0.0,MOT,1268,2103,CHI
0.0,0.0,2.0,271.0,0.0,273,0.0,want,"('CHI', 'MOT')",Providence,ale30.xml,273,2.0,0.0,MOT,1268,2103,CHI
0.0,0.0,1.0,5.0,0.0,6,0.0,get,"('FAT', 'CHI')",Providence,ale30.xml,6,1.0,0.0,CHI,22,44,FAT
0.0,0.0,1.0,5.0,0.0,6,0.0,for,"('FAT', 'CHI')",Providence,ale30.xml,6,1.0,0.0,CHI,22,44,FAT
0.0,0.0,1.0,5.0,0.0,6,0.0,oh,"('FAT', 'CHI')",Providence,ale30.xml,6,1.0,0.0,CHI,22,44,FAT
0.0,0.0,1.0,5.0,0.0,6,0.0,gonna,"('FAT', 'CHI')",Providence,ale30.xml,6,1.0,0.0,CHI,22,44,FAT
0.0,0.0,1.0,5.0,0.0,6,0.0,yeah,"('FAT', 'CHI')",Providence,ale30.xml,6,1.0,0.0,CHI,22,44,FAT
0.0,0.0,8.0,183.0,0.0,191,0.0,we,"('MOT', 'CHI')",Providence,ale30.xml,191,8.0,0.0,CHI,1721,980,MOT
0.0,0.0,1.0,190.0,0.0,191,0.0,all,"('MOT', 'CHI')",Providence,ale30.xml,191,1.0,0.0,CHI,1721,980,MOT
0.0,0.0,1.0,190.0,0.0,191,0.0,think,"('MOT', 'CHI')",Providence,ale30.xml,191,1.0,0.0,CHI,1721,980,MOT
0.0,0.0,8.0,183.0,0.0,191,0.0,for,"('MOT', 'CHI')",Providence,ale30.xml,191,8.0,0.0,CHI,1721,980,MOT
0.0,0.0,1.0,190.0,0.0,191,0.0,up,"('MOT', 'CHI')",Providence,ale30.xml,191,1.0,0.0,CHI,1721,980,MOT
0.0,0.0,8.0,183.0,0.0,191,0.0,of,"('MOT', 'CHI')",Providence,ale30.xml,191,8.0,0.0,CHI,1721,980,MOT
0.0,0.0,3.0,188.0,0.0,191,0.0,gonna,"('MOT', 'CHI')",Providence,ale30.xml,191,3.0,0.0,CHI,1721,980,MOT
0.0,0.0,2.0,189.0,0.0,191,0.0,but,"('MOT', 'CHI')",Providence,ale30.xml,191,2.0,0.0,CHI,1721,980,MOT
0.0,0.0,8.0,183.0,0.0,191,0.0,not,"('MOT', 'CHI')",Providence,ale30.xml,191,8.0,0.0,CHI,1721,980,MOT
0.0,0.0,1.0,190.0,0.0,191,0.0,some,"('MOT', 'CHI')",Providence,ale30.xml,191,1.0,0.0,CHI,1721,980,MOT
0.0,0.0,2.0,189.0,0.0,191,0.0,was,"('MOT', 'CHI')",Providence,ale30.xml,191,2.0,0.0,CHI,1721,980,MOT
0.0,0.0,3.0,188.0,0.0,191,0.0,she,"('MOT', 'CHI')",Providence,ale30.xml,191,3.0,0.0,CHI,1721,980,MOT
0.0,0.0,6.0,185.0,0.0,191,0.0,and,"('MOT', 'CHI')",Providence,ale30.xml,191,6.0,0.0,CHI,1721,980,MOT
0.0,0.0,1.0,2.0,0.0,3,0.0,my,"('MOT', 'FAT')",Providence,ale30.xml,3,1.0,0.0,FAT,24,11,MOT
0.0,0.0,1.0,2.0,0.0,3,0.0,is,"('MOT', 'FAT')",Providence,ale30.xml,3,1.0,0.0,FAT,24,11,MOT
0.0,0.0,1.0,2.0,0.0,3,0.0,but,"('MOT', 'FAT')",Providence,ale30.xml,3,1.0,0.0,FAT,24,11,MOT
0.0,0.0,1.0,2.0,0.0,3,0.0,little,"('MOT', 'FAT')",Providence,ale30.xml,3,1.0,0.0,FAT,24,11,MOT
0.0,0.0,1.0,2.0,0.0,3,0.0,that,"('MOT', 'FAT')",Providence,ale30.xml,3,1.0,0.0,FAT,24,11,MOT
0.0,0.0,1.0,2.0,0.0,3,0.0,was,"('MOT', 'FAT')",Providence,ale30.xml,3,1.0,0.0,FAT,24,11,MOT
0.0,0.0,1.0,2.0,0.0,3,0.0,go,"('MOT', 'FAT')",Providence,ale30.xml,3,1.0,0.0,FAT,24,11,MOT
0.0,0.0,1.0,2.0,0.0,3,0.0,can,"('MOT', 'FAT')",Providence,ale30.xml,3,1.0,0.0,FAT,24,11,MOT
0.0,0.0,1.0,2.0,0.0,3,0.0,see,"('MOT', 'FAT')",Providence,ale30.xml,3,1.0,0.0,FAT,24,11,MOT
0.0,0.0,1.0,2.0,0.0,3,0.0,the,"('OPE', 'CHI')",Providence,ale30.xml,3,1.0,0.0,CHI,14,12,OPE
0.0,0.0,1.0,2.0,0.0,3,0.0,for,"('OPE', 'CHI')",Providence,ale30.xml,3,1.0,0.0,CHI,14,12,OPE
0.0,0.0,1.0,2.0,0.0,3,0.0,is,"('OPE', 'CHI')",Providence,ale30.xml,3,1.0,0.0,CHI,14,12,OPE
0.0,0.0,1.0,2.0,0.0,3,0.0,you,"('OPE', 'CHI')",Providence,ale30.xml,3,1.0,0.0,CHI,14,12,OPE
0.0,0.0,1.0,2.0,0.0,3,0.0,on,"('OPE', 'CHI')",Providence,ale30.xml,3,1.0,0.0,CHI,14,12,OPE
0.0,0.0,1.0,2.0,0.0,3,0.0,it,"('OPE', 'CHI')",Providence,ale30.xml,3,1.0,0.0,CHI,14,12,OPE
0.0,0.0,1.0,3.0,0.0,4,0.0,you,"('OPE', 'MOT')",Providence,ale30.xml,4,1.0,0.0,MOT,15,18,OPE
0.0,0.0,1.0,3.0,0.0,4,0.0,with,"('OPE', 'MOT')",Providence,ale30.xml,4,1.0,0.0,MOT,15,18,OPE
1.0,24.0,10.0,238.0,-0.0006660006660006573,273,25.0,it,"('CHI', 'MOT')",Providence,ale30.xml,273,11.0,1.0,MOT,1268,2103,CHI
3.0,26.0,17.0,145.0,-0.0018324607329842924,191,29.0,no,"('MOT', 'CHI')",Providence,ale30.xml,191,20.0,3.0,CHI,1721,980,MOT
0.0,1.0,7.0,183.0,-0.005235602094240838,191,1.0,get,"('MOT', 'CHI')",Providence,ale30.xml,191,7.0,0.0,CHI,1721,980,MOT
0.0,1.0,3.0,187.0,-0.005235602094240838,191,1.0,are,"('MOT', 'CHI')",Providence,ale30.xml,191,3.0,0.0,CHI,1721,980,MOT
0.0,1.0,11.0,179.0,-0.005235602094240838,191,1.0,yeah,"('MOT', 'CHI')",Providence,ale30.xml,191,11.0,0.0,CHI,1721,980,MOT
0.0,1.0,7.0,183.0,-0.005235602094240838,191,1.0,have,"('MOT', 'CHI')",Providence,ale30.xml,191,7.0,0.0,CHI,1721,980,MOT
0.0,2.0,1.0,270.0,-0.007326007326007326,273,2.0,big,"('CHI', 'MOT')",Providence,ale30.xml,273,1.0,0.0,MOT,1268,2103,CHI
0.0,2.0,1.0,188.0,-0.010471204188481676,191,2.0,put,"('MOT', 'CHI')",Providence,ale30.xml,191,1.0,0.0,CHI,1721,980,MOT
0.0,2.0,6.0,183.0,-0.010471204188481676,191,2.0,he,"('MOT', 'CHI')",Providence,ale30.xml,191,6.0,0.0,CHI,1721,980,MOT
0.0,2.0,4.0,185.0,-0.010471204188481676,191,2.0,did,"('MOT', 'CHI')",Providence,ale30.xml,191,4.0,0.0,CHI,1721,980,MOT
0.0,2.0,2.0,187.0,-0.010471204188481676,191,2.0,want,"('MOT', 'CHI')",Providence,ale30.xml,191,2.0,0.0,CHI,1721,980,MOT
0.0,2.0,7.0,182.0,-0.010471204188481676,191,2.0,with,"('MOT', 'CHI')",Providence,ale30.xml,191,7.0,0.0,CHI,1721,980,MOT
0.0,2.0,6.0,183.0,-0.010471204188481676,191,2.0,do,"('MOT', 'CHI')",Providence,ale30.xml,191,6.0,0.0,CHI,1721,980,MOT
0.0,2.0,1.0,188.0,-0.010471204188481676,191,2.0,big,"('MOT', 'CHI')",Providence,ale30.xml,191,1.0,0.0,CHI,1721,980,MOT
0.0,2.0,8.0,181.0,-0.010471204188481676,191,2.0,can,"('MOT', 'CHI')",Providence,ale30.xml,191,8.0,0.0,CHI,1721,980,MOT
0.0,3.0,1.0,269.0,-0.01098901098901099,273,3.0,not,"('CHI', 'MOT')",Providence,ale30.xml,273,1.0,0.0,MOT,1268,2103,CHI
0.0,3.0,3.0,267.0,-0.01098901098901099,273,3.0,look,"('CHI', 'MOT')",Providence,ale30.xml,273,3.0,0.0,MOT,1268,2103,CHI
0.0,3.0,9.0,179.0,-0.015706806282722512,191,3.0,on,"('MOT', 'CHI')",Providence,ale30.xml,191,9.0,0.0,CHI,1721,980,MOT
0.0,3.0,8.0,180.0,-0.015706806282722512,191,3.0,at,"('MOT', 'CHI')",Providence,ale30.xml,191,8.0,0.0,CHI,1721,980,MOT
0.0,5.0,1.0,267.0,-0.018315018315018316,273,5.0,of,"('CHI', 'MOT')",Providence,ale30.xml,273,1.0,0.0,MOT,1268,2103,CHI
0.0,5.0,1.0,267.0,-0.018315018315018316,273,5.0,yeah,"('CHI', 'MOT')",Providence,ale30.xml,273,1.0,0.0,MOT,1268,2103,CHI
0.0,4.0,1.0,186.0,-0.020942408376963352,191,4.0,wanna,"('MOT', 'CHI')",Providence,ale30.xml,191,1.0,0.0,CHI,1721,980,MOT
0.0,4.0,3.0,184.0,-0.020942408376963352,191,4.0,my,"('MOT', 'CHI')",Providence,ale30.xml,191,3.0,0.0,CHI,1721,980,MOT
0.0,4.0,5.0,182.0,-0.020942408376963352,191,4.0,in,"('MOT', 'CHI')",Providence,ale30.xml,191,5.0,0.0,CHI,1721,980,MOT
0.0,6.0,2.0,265.0,-0.02197802197802198,273,6.0,all,"('CHI', 'MOT')",Providence,ale30.xml,273,2.0,0.0,MOT,1268,2103,CHI
0.0,6.0,1.0,266.0,-0.02197802197802198,273,6.0,gonna,"('CHI', 'MOT')",Providence,ale30.xml,273,1.0,0.0,MOT,1268,2103,CHI
0.0,6.0,2.0,265.0,-0.02197802197802198,273,6.0,little,"('CHI', 'MOT')",Providence,ale30.xml,273,2.0,0.0,MOT,1268,2103,CHI
0.0,5.0,11.0,175.0,-0.02617801047120419,191,5.0,it,"('MOT', 'CHI')",Providence,ale30.xml,191,11.0,0.0,CHI,1721,980,MOT
0.0,8.0,3.0,262.0,-0.029304029304029304,273,8.0,did,"('CHI', 'MOT')",Providence,ale30.xml,273,3.0,0.0,MOT,1268,2103,CHI
0.0,8.0,2.0,263.0,-0.029304029304029304,273,8.0,are,"('CHI', 'MOT')",Providence,ale30.xml,273,2.0,0.0,MOT,1268,2103,CHI
0.0,8.0,2.0,263.0,-0.029304029304029304,273,8.0,with,"('CHI', 'MOT')",Providence,ale30.xml,273,2.0,0.0,MOT,1268,2103,CHI
0.0,6.0,4.0,181.0,-0.031413612565445025,191,6.0,where,"('MOT', 'CHI')",Providence,ale30.xml,191,4.0,0.0,CHI,1721,980,MOT
0.0,9.0,2.0,262.0,-0.03296703296703297,273,9.0,we,"('CHI', 'MOT')",Providence,ale30.xml,273,2.0,0.0,MOT,1268,2103,CHI
0.0,9.0,7.0,257.0,-0.03296703296703297,273,9.0,oh,"('CHI', 'MOT')",Providence,ale30.xml,273,7.0,0.0,MOT,1268,2103,CHI
0.0,10.0,5.0,258.0,-0.03663003663003663,273,10.0,in,"('CHI', 'MOT')",Providence,ale30.xml,273,5.0,0.0,MOT,1268,2103,CHI
0.0,7.0,4.0,180.0,-0.03664921465968586,191,7.0,look,"('MOT', 'CHI')",Providence,ale30.xml,191,4.0,0.0,CHI,1721,980,MOT
0.0,11.0,1.0,261.0,-0.040293040293040296,273,11.0,do,"('CHI', 'MOT')",Providence,ale30.xml,273,1.0,0.0,MOT,1268,2103,CHI
0.0,8.0,11.0,172.0,-0.041884816753926704,191,8.0,what,"('MOT', 'CHI')",Providence,ale30.xml,191,11.0,0.0,CHI,1721,980,MOT
0.0,12.0,7.0,254.0,-0.04395604395604396,273,12.0,go,"('CHI', 'MOT')",Providence,ale30.xml,273,7.0,0.0,MOT,1268,2103,CHI
0.0,16.0,10.0,247.0,-0.05860805860805861,273,16.0,there,"('CHI', 'MOT')",Providence,ale30.xml,273,10.0,0.0,MOT,1268,2103,CHI
0.0,16.0,1.0,256.0,-0.05860805860805861,273,16.0,and,"('CHI', 'MOT')",Providence,ale30.xml,273,1.0,0.0,MOT,1268,2103,CHI
0.0,18.0,8.0,247.0,-0.06593406593406594,273,18.0,no,"('CHI', 'MOT')",Providence,ale30.xml,273,8.0,0.0,MOT,1268,2103,CHI
0.0,24.0,13.0,236.0,-0.08791208791208792,273,24.0,this,"('CHI', 'MOT')",Providence,ale30.xml,273,13.0,0.0,MOT,1268,2103,CHI
0.0,27.0,1.0,245.0,-0.0989010989010989,273,27.0,to,"('CHI', 'MOT')",Providence,ale30.xml,273,1.0,0.0,MOT,1268,2103,CHI
0.0,30.0,9.0,234.0,-0.10989010989010989,273,30.0,is,"('CHI', 'MOT')",Providence,ale30.xml,273,9.0,0.0,MOT,1268,2103,CHI
0.0,50.0,1.0,222.0,-0.18315018315018314,273,50.0,you,"('CHI', 'MOT')",Providence,ale30.xml,273,1.0,0.0,MOT,1268,2103,CHI
0.0,2.0,1.0,3.0,-0.3333333333333333,6,2.0,is,"('FAT', 'CHI')",Providence,ale30.xml,6,1.0,0.0,CHI,22,44,FAT
0.0,1.0,1.0,1.0,-0.3333333333333333,3,1.0,you,"('MOT', 'FAT')",Providence,ale30.xml,3,1.0,0.0,FAT,24,11,MOT
1.0,3.0,0.0,156.0,0.975,160,4.0,all,"('CHI', 'MOT')",Providence,ale31.xml,160,1.0,1.0,MOT,631,1848,CHI
1.0,0.0,0.0,11.0,0.9166666666666666,12,1.0,big,"('CHI', 'ADU')",Providence,ale31.xml,12,1.0,1.0,ADU,57,63,CHI
1.0,16.0,0.0,143.0,0.89375,160,17.0,like,"('CHI', 'MOT')",Providence,ale31.xml,160,1.0,1.0,MOT,631,1848,CHI
1.0,1.0,1.0,168.0,0.48830409356725146,171,2.0,big,"('MOT', 'CHI')",Providence,ale31.xml,171,2.0,1.0,CHI,1842,708,MOT
5.0,35.0,2.0,118.0,0.4642857142857143,160,40.0,the,"('CHI', 'MOT')",Providence,ale31.xml,160,7.0,5.0,MOT,631,1848,CHI
1.0,8.0,1.0,150.0,0.44375,160,9.0,there,"('CHI', 'MOT')",Providence,ale31.xml,160,2.0,1.0,MOT,631,1848,CHI
1.0,9.0,1.0,149.0,0.4375,160,10.0,up,"('CHI', 'MOT')",Providence,ale31.xml,160,2.0,1.0,MOT,631,1848,CHI
1.0,0.0,1.0,13.0,0.43333333333333335,15,1.0,no,"('ADU', 'MOT')",Providence,ale31.xml,15,2.0,1.0,MOT,71,138,ADU
2.0,13.0,2.0,143.0,0.40625,160,15.0,in,"('CHI', 'MOT')",Providence,ale31.xml,160,4.0,2.0,MOT,631,1848,CHI
1.0,3.0,2.0,165.0,0.30994152046783624,171,4.0,did,"('MOT', 'CHI')",Providence,ale31.xml,171,3.0,1.0,CHI,1842,708,MOT
