DocId,Speaker,Replier,S Word,S BLC,S Path Similarity,S Frequency,R word,R BLC,R Path Similarity,R Frequency,Sparsity S-R,Sparsity R-S
ale16.xml,MOT,CHI,press,urgency,-0.5,4,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,get,stroke,-0.25,2,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,wow,wit,-0.3333333333333333,3,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,train,train,1.0,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,today,attribute,0.09090909090909091,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,underneath,NA,NA,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,mess,mess,1.0,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,elephant,mammal,-0.25,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,MOT,wit,-0.5,7,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,nice,NA,NA,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,come,substance,-0.25,2,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,huh,NA,NA,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,wanna,NA,NA,2,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,accident,crash,0.125,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,shirt,garment,-0.5,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,tip,tip,1.0,2,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,monkey,drill,0.06666666666666667,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,ya,NA,NA,2,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,cookie,kiss,0.07142857142857142,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,day,maturity,0.14285714285714285,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,excellent,NA,NA,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,cur,dog,-0.5,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,wee,time,0.09090909090909091,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,show,parade,0.125,2,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,kiss,kiss,1.0,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,brush,brake,0.07142857142857142,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,watch,hunter,0.07142857142857142,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,apple,produce,-0.3333333333333333,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,slide,slide,1.0,3,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,bucket,bucket,1.0,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,match,device,-0.3333333333333333,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,right,entitlement,0.25,3,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,minute,measure,0.07692307692307693,2,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,piece,scrap,0.125,3,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,lemme,NA,NA,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,puzzle,subject,-0.25,3,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,push,boost,0.16666666666666666,2,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,floor,surface,-0.3333333333333333,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,let,NA,NA,2,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,screwdriver,tool,-0.3333333333333333,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,middle,midfield,0.5,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,hello,greeting,-0.5,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,tree,pine,0.25,5,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,we'll,NA,NA,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,look,appearance,-0.3333333333333333,4,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,gonna,NA,NA,1,NA,NA,NA,NA,1129,200
ale16.xml,MOT,CHI,NA,NA,NA,NA,tweet,sound,0.09090909090909091,1,1129,200
ale16.xml,MOT,CHI,NA,NA,NA,NA,dirty,NA,NA,1,1129,200
ale16.xml,MOT,CHI,NA,NA,NA,NA,hi,greeting,-0.5,1,1129,200
ale16.xml,MOT,CHI,NA,NA,NA,NA,polar,NA,NA,2,1129,200
ale16.xml,MOT,CHI,NA,NA,NA,NA,oh,NA,NA,3,1129,200
ale16.xml,GRA,CHI,peek,look,0.07142857142857142,1,NA,NA,NA,NA,261,88
ale16.xml,GRA,CHI,shirt,garment,-0.5,3,NA,NA,NA,NA,261,88
ale16.xml,GRA,CHI,yup,NA,NA,2,NA,NA,NA,NA,261,88
ale16.xml,GRA,CHI,mm,NA,NA,2,NA,NA,NA,NA,261,88
ale16.xml,GRA,CHI,hiding,mask,0.07692307692307693,1,NA,NA,NA,NA,261,88
ale16.xml,GRA,CHI,peel,NA,NA,1,NA,NA,NA,NA,261,88
ale16.xml,GRA,CHI,oh,NA,NA,1,NA,NA,NA,NA,261,88
ale16.xml,GRA,CHI,dirty,NA,NA,2,NA,NA,NA,NA,261,88
ale16.xml,GRA,CHI,having,NA,NA,1,NA,NA,NA,NA,261,88
ale16.xml,GRA,CHI,time,event,-0.25,1,NA,NA,NA,NA,261,88
ale16.xml,GRA,CHI,order,command,-0.5,1,NA,NA,NA,NA,261,88
ale16.xml,GRA,CHI,hi,greeting,-0.5,1,NA,NA,NA,NA,261,88
ale16.xml,GRA,CHI,apple,produce,-0.3333333333333333,1,NA,NA,NA,NA,261,88
ale16.xml,GRA,CHI,look,appearance,-0.3333333333333333,1,NA,NA,NA,NA,261,88
ale16.xml,GRA,CHI,gee,NA,NA,1,NA,NA,NA,NA,261,88
ale16.xml,GRA,CHI,lady,female,0.14285714285714285,1,NA,NA,NA,NA,261,88
ale16.xml,GRA,CHI,hand,fist,0.5,1,NA,NA,NA,NA,261,88
ale16.xml,GRA,CHI,get,stroke,-0.25,1,NA,NA,NA,NA,261,88
ale16.xml,GRA,CHI,boo,utterance,-0.3333333333333333,1,NA,NA,NA,NA,261,88
ale16.xml,GRA,CHI,buy,acquisition,0.08333333333333333,1,NA,NA,NA,NA,261,88
ale16.xml,GRA,CHI,fifty,number,0.08333333333333333,1,NA,NA,NA,NA,261,88
ale16.xml,GRA,CHI,gonna,NA,NA,1,NA,NA,NA,NA,261,88
ale16.xml,GRA,CHI,NA,NA,NA,NA,zoo,facility,-0.5,1,261,88
ale16.xml,GRA,CHI,NA,NA,NA,NA,mm,NA,NA,1,261,88
ale16.xml,GRA,CHI,NA,NA,NA,NA,whoa,NA,NA,2,261,88
ale16.xml,GRA,CHI,NA,NA,NA,NA,hi,greeting,-0.5,2,261,88
ale16.xml,GRA,CHI,NA,NA,NA,NA,dirty,NA,NA,1,261,88
ale16.xml,GRA,ADU,story,message,0.25,1,NA,NA,NA,NA,37,8
ale16.xml,GRA,ADU,church,religion,0.08333333333333333,1,NA,NA,NA,NA,37,8
ale16.xml,GRA,ADU,area,midfield,0.3333333333333333,1,NA,NA,NA,NA,37,8
ale16.xml,GRA,ADU,NA,NA,NA,NA,oh,NA,NA,1,37,8
ale16.xml,MOT,ADU,apple,produce,-0.3333333333333333,1,NA,NA,NA,NA,46,36
ale16.xml,MOT,ADU,case,piece,0.1,1,NA,NA,NA,NA,46,36
ale16.xml,MOT,ADU,look,appearance,-0.3333333333333333,1,NA,NA,NA,NA,46,36
ale16.xml,MOT,ADU,worry,stimulation,0.07692307692307693,1,NA,NA,NA,NA,46,36
ale16.xml,MOT,ADU,oh,NA,NA,1,NA,NA,NA,NA,46,36
ale16.xml,MOT,ADU,NA,NA,NA,NA,uh,NA,NA,1,46,36
ale16.xml,GRA,MOT,pain,burn,0.5,1,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,couple,gathering,-0.3333333333333333,1,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,that'll,NA,NA,1,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,yeah,NA,NA,2,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,place,grave,0.08333333333333333,1,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,day,maturity,0.14285714285714285,1,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,oh,NA,NA,3,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,kid,terror,0.07692307692307693,1,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,show,parade,0.125,1,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,worth,worth,1.0,1,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,money,deposit,0.07692307692307693,1,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,side,location,-0.3333333333333333,1,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,entertainment,parade,0.14285714285714285,1,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,apple,produce,-0.3333333333333333,1,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,hear,NA,NA,1,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,pick,pleasure,0.09090909090909091,1,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,paper,linen,0.1,1,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,bit,measure,0.07142857142857142,1,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,safe,container,-0.25,1,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,course,seminar,0.07692307692307693,1,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,um,NA,NA,1,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,I'm,NA,NA,1,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,thank,NA,NA,1,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,wrapping,envelope,0.16666666666666666,1,NA,NA,NA,NA,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,fence,hedge,0.5,2,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,compartment,compartment,1.0,1,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,shirt,garment,-0.5,2,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,yeah,NA,NA,1,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,knife,knife,1.0,4,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,bird,turkey,0.25,3,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,ya,NA,NA,2,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,pop,pop,1.0,1,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,please,NA,NA,2,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,zoo,facility,-0.5,1,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,silver,conductor,0.08333333333333333,1,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,keeper,keeper,1.0,1,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,drawer,container,-0.5,1,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,cut,possession,0.08333333333333333,1,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,driver,motorist,0.5,2,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,battery,battery,1.0,1,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,entertainment,parade,0.14285714285714285,1,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,oh,NA,NA,4,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,tree,pine,0.25,3,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,tissue,belly,0.3333333333333333,1,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,apple,produce,-0.3333333333333333,2,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,get,stroke,-0.25,3,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,try,fitting,0.1111111111111111,1,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,put,option,-0.5,1,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,okay,sanction,-0.5,3,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,am,substance,-0.25,1,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,else,NA,NA,1,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,screw,screw,1.0,4,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,grab,mechanism,0.07692307692307693,2,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,seal,restraint,0.058823529411764705,1,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,anything,NA,NA,1,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,throw,pass,0.16666666666666666,1,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,wow,wit,-0.3333333333333333,4,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,bar,bar,1.0,1,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,cake,tablet,0.25,1,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,hello,greeting,-0.5,1,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,find,insight,0.1111111111111111,1,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,MOT,wit,-0.5,3,229,367
ale16.xml,GRA,MOT,NA,NA,NA,NA,mishmash,collection,-0.3333333333333333,1,229,367
ale16.xml,CHI,GRA,oh,NA,NA,1,NA,NA,NA,NA,29,71
ale16.xml,CHI,GRA,NA,NA,NA,NA,apple,produce,-0.3333333333333333,1,29,71
ale16.xml,CHI,GRA,NA,NA,NA,NA,wanna,NA,NA,1,29,71
ale16.xml,CHI,GRA,NA,NA,NA,NA,ninety,number,0.08333333333333333,1,29,71
ale16.xml,CHI,GRA,NA,NA,NA,NA,okay,sanction,-0.5,1,29,71
ale16.xml,CHI,GRA,NA,NA,NA,NA,knife,knife,1.0,1,29,71
ale16.xml,CHI,GRA,NA,NA,NA,NA,ah,NA,NA,1,29,71
ale16.xml,CHI,GRA,NA,NA,NA,NA,peel,NA,NA,1,29,71
ale16.xml,CHI,GRA,NA,NA,NA,NA,oh,NA,NA,2,29,71
ale16.xml,CHI,MOT,apple,produce,-0.3333333333333333,6,NA,NA,NA,NA,216,1072
ale16.xml,CHI,MOT,uh,NA,NA,2,NA,NA,NA,NA,216,1072
ale16.xml,CHI,MOT,tweet,sound,0.09090909090909091,2,NA,NA,NA,NA,216,1072
ale16.xml,CHI,MOT,bird,turkey,0.25,1,NA,NA,NA,NA,216,1072
ale16.xml,CHI,MOT,please,NA,NA,1,NA,NA,NA,NA,216,1072
ale16.xml,CHI,MOT,hi,greeting,-0.5,1,NA,NA,NA,NA,216,1072
ale16.xml,CHI,MOT,oh,NA,NA,1,NA,NA,NA,NA,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,me,NA,NA,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,listen,NA,NA,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,back,back,1.0,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,see,seat,0.16666666666666666,2,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,time,event,-0.25,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,plate,plate,1.0,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,say,being,-0.25,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,bird,turkey,0.25,5,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,food,hay,0.25,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,way,attribute,0.1,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,wait,pause,-0.5,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,birthday,anniversary,-0.5,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,oh,NA,NA,4,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,slide,slide,1.0,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,inside,inside,1.0,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,help,insistence,0.09090909090909091,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,puzzle,subject,-0.25,10,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,I'm,NA,NA,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,watch,hunter,0.07142857142857142,2,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,done,NA,NA,3,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,bear,mammal,-0.25,6,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,know,process,0.1,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,door,barrier,-0.3333333333333333,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,cracker,bread,-0.5,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,okay,sanction,-0.5,5,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,seal,restraint,0.058823529411764705,2,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,car,compact,0.14285714285714285,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,eighteen,number,0.08333333333333333,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,turn,curve,-0.5,3,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,floor,surface,-0.3333333333333333,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,yeah,NA,NA,2,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,little,measure,0.07142857142857142,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,press,urgency,-0.5,3,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,get,stroke,-0.25,6,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,train,train,1.0,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,flip,NA,NA,3,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,elephant,mammal,-0.25,3,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,MOT,wit,-0.5,4,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,sit,NA,NA,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,come,substance,-0.25,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,banana,banana,1.0,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,soup,soup,1.0,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,wanna,NA,NA,2,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,spoon,spoon,1.0,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,toy,kite,0.0625,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,knife,knife,1.0,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,ya,NA,NA,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,peel,NA,NA,6,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,macaroni,male,0.125,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,zoo,facility,-0.5,3,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,honey,honey,1.0,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,something,NA,NA,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,kiss,kiss,1.0,2,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,polar,NA,NA,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,gimme,NA,NA,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,ea,NA,NA,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,it's,NA,NA,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,alright,NA,NA,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,please,NA,NA,3,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,farm,workplace,-0.5,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,apple,produce,-0.3333333333333333,5,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,theme,precedent,0.1111111111111111,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,eat,NA,NA,2,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,dumb,NA,NA,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,paper,linen,0.1,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,rug,rug,1.0,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,look,appearance,-0.3333333333333333,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,piece,scrap,0.125,6,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,lemme,NA,NA,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,show,parade,0.125,5,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,ready,attribute,0.09090909090909091,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,keeper,keeper,1.0,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,boy,organism,-0.25,1,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,lion,lion,1.0,4,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,tree,pine,0.25,7,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,gonna,NA,NA,3,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,thank,NA,NA,7,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,one's,NA,NA,5,216,1072
ale16.xml,CHI,MOT,NA,NA,NA,NA,lunch,lunch,1.0,1,216,1072
ale16.xml,ADU,GRA,appearance,mole,0.1,1,NA,NA,NA,NA,53,57
ale16.xml,ADU,GRA,uh,NA,NA,1,NA,NA,NA,NA,53,57
ale16.xml,ADU,GRA,NA,NA,NA,NA,wire,attachment,0.0625,1,53,57
ale16.xml,ADU,GRA,NA,NA,NA,NA,yeah,NA,NA,1,53,57
ale16.xml,ADU,GRA,NA,NA,NA,NA,I'm,NA,NA,1,53,57
ale16.xml,ADU,GRA,NA,NA,NA,NA,oh,NA,NA,1,53,57
ale16.xml,ADU,CHI,NA,NA,NA,NA,hi,greeting,-0.5,1,8,4
ale16.xml,ADU,MOT,ya,NA,NA,1,NA,NA,NA,NA,36,73
ale16.xml,ADU,MOT,NA,NA,NA,NA,forty,number,0.08333333333333333,1,36,73
ale16.xml,ADU,MOT,NA,NA,NA,NA,nut,nut,1.0,1,36,73
ale16.xml,ADU,MOT,NA,NA,NA,NA,animal,pest,0.05,1,36,73
ale16.xml,ADU,MOT,NA,NA,NA,NA,boy,organism,-0.25,1,36,73
ale16.xml,ADU,MOT,NA,NA,NA,NA,yeah,NA,NA,2,36,73
ale16.xml,ADU,MOT,NA,NA,NA,NA,oh,NA,NA,1,36,73
ale16.xml,ADU,MOT,NA,NA,NA,NA,name,signature,0.5,1,36,73
ale16.xml,ADU,MOT,NA,NA,NA,NA,cardboard,substance,-0.25,1,36,73
ale16.xml,ADU,MOT,NA,NA,NA,NA,cause,parameter,0.07692307692307693,2,36,73
ale16.xml,CHI,ADU,hi,greeting,-0.5,1,NA,NA,NA,NA,5,8
ale16.xml,CHI,ADU,NA,NA,NA,NA,lunch,lunch,1.0,1,5,8
ale16.xml,TOY,MOT,NA,NA,NA,NA,bear,mammal,-0.25,2,27,173
ale16.xml,TOY,MOT,NA,NA,NA,NA,see,seat,0.16666666666666666,1,27,173
ale16.xml,TOY,MOT,NA,NA,NA,NA,seal,restraint,0.058823529411764705,1,27,173
ale16.xml,TOY,MOT,NA,NA,NA,NA,yeah,NA,NA,1,27,173
ale16.xml,TOY,MOT,NA,NA,NA,NA,bird,turkey,0.25,3,27,173
ale16.xml,TOY,MOT,NA,NA,NA,NA,spot,grave,0.08333333333333333,1,27,173
ale16.xml,TOY,MOT,NA,NA,NA,NA,matter,curiosity,-0.25,1,27,173
ale16.xml,TOY,MOT,NA,NA,NA,NA,star,star,1.0,2,27,173
ale16.xml,TOY,MOT,NA,NA,NA,NA,water,liquid,0.14285714285714285,1,27,173
ale16.xml,TOY,MOT,NA,NA,NA,NA,excuse,justification,0.07692307692307693,1,27,173
ale16.xml,TOY,MOT,NA,NA,NA,NA,alright,NA,NA,1,27,173
ale16.xml,TOY,MOT,NA,NA,NA,NA,elephant,mammal,-0.25,2,27,173
ale16.xml,TOY,MOT,NA,NA,NA,NA,tree,pine,0.25,1,27,173
ale16.xml,TOY,MOT,NA,NA,NA,NA,you're,NA,NA,1,27,173
ale16.xml,MOT,TOY,huh,NA,NA,1,NA,NA,NA,NA,88,13
ale16.xml,MOT,TOY,seal,restraint,0.058823529411764705,2,NA,NA,NA,NA,88,13
ale16.xml,MOT,TOY,sure,NA,NA,1,NA,NA,NA,NA,88,13
ale16.xml,MOT,TOY,press,urgency,-0.5,5,NA,NA,NA,NA,88,13
ale16.xml,MOT,TOY,that's,NA,NA,1,NA,NA,NA,NA,88,13
ale16.xml,MOT,TOY,toy,kite,0.0625,1,NA,NA,NA,NA,88,13
ale16.xml,MOT,TOY,shh,NA,NA,1,NA,NA,NA,NA,88,13
ale16.xml,MOT,TOY,go,go,1.0,1,NA,NA,NA,NA,88,13
ale16.xml,MOT,TOY,listen,NA,NA,1,NA,NA,NA,NA,88,13
ale16.xml,MOT,TOY,everything,NA,NA,1,NA,NA,NA,NA,88,13
ale16.xml,MOT,TOY,polar,NA,NA,2,NA,NA,NA,NA,88,13
ale16.xml,TOY,CHI,NA,NA,NA,NA,tweet,sound,0.09090909090909091,1,8,16
ale16.xml,TOY,CHI,NA,NA,NA,NA,polar,NA,NA,2,8,16
ale16.xml,CHI,TOY,tweet,sound,0.09090909090909091,1,NA,NA,NA,NA,7,7
ale17.xml,MOT,CHI,back,back,1.0,1,NA,NA,NA,NA,1327,277
ale17.xml,MOT,CHI,see,seat,0.16666666666666666,5,NA,NA,NA,NA,1327,277
ale17.xml,MOT,CHI,mm,NA,NA,4,NA,NA,NA,NA,1327,277
ale17.xml,MOT,CHI,nap,measure,0.07142857142857142,1,NA,NA,NA,NA,1327,277
ale17.xml,MOT,CHI,wait,pause,-0.5,3,NA,NA,NA,NA,1327,277
ale17.xml,MOT,CHI,done,NA,NA,1,NA,NA,NA,NA,1327,277
ale17.xml,MOT,CHI,over,over,1.0,2,NA,NA,NA,NA,1327,277
ale17.xml,MOT,CHI,way,attribute,0.1,2,NA,NA,NA,NA,1327,277
ale17.xml,MOT,CHI,drawer,container,-0.5,3,NA,NA,NA,NA,1327,277
ale17.xml,MOT,CHI,figure,illustration,-0.5,2,NA,NA,NA,NA,1327,277
ale17.xml,MOT,CHI,table,array,-0.5,1,NA,NA,NA,NA,1327,277
ale17.xml,MOT,CHI,red,red,1.0,4,NA,NA,NA,NA,1327,277
ale17.xml,MOT,CHI,try,fitting,0.1111111111111111,1,NA,NA,NA,NA,1327,277
ale17.xml,MOT,CHI,okay,sanction,-0.5,11,NA,NA,NA,NA,1327,277
ale17.xml,MOT,CHI,play,writing,0.07142857142857142,2,NA,NA,NA,NA,1327,277
